Unnamed: 0,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Converted
6489,40f75b9e-e568-4823-aa65-50a5310cf6d3,600105.0,API,Google,No,No,4.0,307.0,4.0,Converted to Lead,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Modified,0.0
4970,e193d2a6-5cd9-4313-8de5-cf75821d242e,612252.0,API,Olark Chat,Yes,No,0.0,0.0,0.0,Email Bounced,,International Business,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Bounced,0.0
3655,260b7070-909c-45df-a963-4198d480f5f0,625275.0,Landing Page Submission,Google,No,No,7.0,1274.0,2.33,Email Opened,India,Marketing Management,Word Of Mouth,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Select,Mumbai,,,,,No,No,Email Opened,1.0
1114,3b898236-9ec7-4558-8755-5e16b7e51f26,648109.0,Landing Page Submission,Google,No,No,6.0,240.0,6.0,Email Opened,India,Retail Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,0.0
5378,bd98d9bf-aea6-4b38-88d4-b32de8f6741f,608581.0,Landing Page Submission,Direct Traffic,No,No,6.0,252.0,6.0,Page Visited on Website,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Mumbai,,,,,No,Yes,Modified,0.0
8138,8f781d80-91ee-4d14-a069-16eb9e8beb20,587683.0,Landing Page Submission,Referral Sites,No,No,3.0,605.0,3.0,Email Opened,India,Travel and Tourism,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Low in Relevance,No,No,Other Leads,Other Metro Cities,02.Medium,03.Low,14.0,12.0,No,Yes,Modified,0.0
8989,68130c6a-b5f6-4524-a344-f655087c2a4c,581416.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Modified,1.0
8397,d4fba659-78f3-4866-855b-5287ba351377,585751.0,Landing Page Submission,Google,No,No,5.0,1154.0,5.0,SMS Sent,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,1.0
7082,b770dcde-7c16-461a-a9f8-3623760b0609,595230.0,Landing Page Submission,Direct Traffic,No,No,2.0,1534.0,2.0,SMS Sent,India,Healthcare Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,13.0,15.0,No,Yes,SMS Sent,1.0
4562,2e553d81-705a-4688-94aa-23e0d0df31ba,615988.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
6718,b25c5f36-d71a-4696-9f89-7f5b4168e72e,598262.0,Landing Page Submission,Organic Search,Yes,No,5.0,87.0,5.0,Email Bounced,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,,,,,No,No,Email Bounced,0.0
2345,105fcb95-515b-42de-b70b-18311113ef0f,637129.0,API,Organic Search,No,No,2.0,1843.0,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,1.0
6317,d91aae9e-79dd-4d33-b837-0a4604719c35,601408.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
2350,8af372bf-60de-4811-aced-cd17054dbb70,637079.0,API,Google,No,No,2.0,243.0,2.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,,No,No,Select,Select,03.Low,02.Medium,12.0,15.0,No,No,Modified,0.0
1238,ca7d9909-0e41-4fef-beb2-ddf28df9ddfd,646749.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
8572,1e3dbc63-8edb-4cd7-91ca-8a8fd3726eaf,584324.0,Landing Page Submission,Google,No,No,4.0,1106.0,4.0,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,University not recognized,,No,No,Select,Mumbai,03.Low,01.High,9.0,18.0,No,No,Modified,0.0
7136,dfb3e39d-6dcc-485b-bd3e-16659db7bdd3,594744.0,Landing Page Submission,Direct Traffic,No,No,4.0,1115.0,1.33,Page Visited on Website,India,Finance Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Other Leads,Thane & Outskirts,,,,,No,Yes,Page Visited on Website,1.0
3175,f9898c5d-ea4d-4d40-a897-0e6a3873653a,629593.0,Landing Page Submission,Google,No,No,12.0,1248.0,2.4,SMS Sent,India,Operations Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Leads,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Modified,1.0
5686,3830dbdd-b294-481f-8548-9478febac48a,606393.0,API,Google,No,No,2.0,1488.0,2.0,SMS Sent,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,SMS Sent,1.0
3846,269a8fbb-040f-4a45-868f-0be5aaa9b994,623206.0,Landing Page Submission,Google,No,No,4.0,326.0,4.0,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened,0.0
2270,6a6e4b52-0305-4aa4-b974-392b9eec7e1e,637789.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Email Opened,1.0
7805,021e9342-3c00-47fb-83eb-8a9509aa9f94,589957.0,API,Google,No,No,3.0,1017.0,3.0,SMS Sent,,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,18.0,No,No,SMS Sent,1.0
8270,216edf88-dc1a-4620-afdb-5de1f96cdba2,586710.0,Landing Page Submission,Direct Traffic,No,No,4.0,281.0,4.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,Email Opened,1.0
6743,47feb397-4e64-4973-b184-e3c0ba36be81,598094.0,API,Google,No,No,6.0,1016.0,3.0,Olark Chat Conversation,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Olark Chat Conversation,1.0
1150,bdb3f06b-f6b0-4598-ba66-bdeab199fbba,647930.0,API,Google,No,No,2.0,1014.0,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,SMS Sent,1.0
1980,f0cb4b7e-f8a7-4264-bfd6-6cbd435964aa,640456.0,API,Google,No,No,2.0,258.0,1.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened,0.0
2433,a5673ead-ac0e-4249-9119-1934c7eb753a,636334.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,Modified,0.0
6709,3aabd898-30ee-416d-aa8f-ff8d638686dd,598319.0,Lead Add Form,Reference,No,No,,159.0,,,,Marketing Management,Select,Other,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1.0
1434,a1b287b7-033a-464f-8037-8b1442d819fd,645114.0,Landing Page Submission,Google,No,No,3.0,336.0,1.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,0.0
7565,4e36a281-9cdc-4c97-ba7e-ee96285fc15f,591620.0,Lead Add Form,Reference,No,No,2.0,252.0,1.0,Page Visited on Website,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Select,Select,01.High,01.High,16.0,17.0,No,No,Modified,1.0
6694,81d80605-5fe5-427c-b5a2-440d182a4f34,598463.0,API,Olark Chat,No,No,1.0,101.0,1.0,SMS Sent,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,,,,,No,No,SMS Sent,0.0
882,56cdd459-8c24-4340-87d7-c778f39ee108,651093.0,Landing Page Submission,Google,No,No,6.0,296.0,6.0,Email Opened,India,Business Administration,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened,0.0
5600,0134d997-be67-4a4e-bb7e-94a6da5e26c4,607015.0,Landing Page Submission,Direct Traffic,No,No,1.0,169.0,1.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Worst,No,No,Other Leads,Mumbai,,,,,No,Yes,Modified,0.0
205,487eb109-5611-48e2-8225-470e6dd51866,658309.0,Lead Add Form,Reference,No,No,0.0,0.0,0.0,Email Opened,,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,No,Email Opened,1.0
4286,868b9ff7-d920-44fc-9643-f92a481ebcef,618835.0,Landing Page Submission,Direct Traffic,No,No,1.0,165.0,1.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Select,Thane & Outskirts,,,,,No,Yes,Modified,0.0
943,48af1f76-3059-4848-9dd2-d787a77285e9,650291.0,API,Google,No,No,4.0,1048.0,1.33,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened,1.0
7020,8eadc49b-07a6-488d-9c57-7cc4cf73cdfd,595776.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent,0.0
2098,6dda2d1a-2477-48f7-ab63-c1156d33249d,639435.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,01.High,02.Medium,16.0,15.0,No,No,Email Opened,1.0
7200,b9eaa77d-1939-4ae1-94d7-3c370ea122b5,594179.0,API,Google,No,No,1.0,150.0,1.0,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,,,,,No,No,Modified,0.0
3272,a3a44728-b791-43b7-b7a3-738bb3cf0b62,628642.0,Lead Add Form,Welingak Website,No,No,0.0,0.0,0.0,Page Visited on Website,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Page Visited on Website,1.0
3304,5ef37fb1-df12-4841-a419-4f6845eeeb8a,628428.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,SMS Sent,1.0
2077,2b17cef2-d7b7-4c89-9426-465c75f2a466,639577.0,API,Google,No,No,2.0,1696.0,2.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,03.Low,02.Medium,11.0,15.0,No,No,Email Opened,1.0
8559,1d8f4426-450f-4d1a-bc32-ef639f3032e4,584395.0,Landing Page Submission,Organic Search,No,No,3.0,521.0,3.0,Converted to Lead,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,03.Low,02.Medium,11.0,16.0,No,Yes,Modified,0.0
3420,d9fc336b-3a29-40ee-8abe-ac0cc8393715,627505.0,API,Olark Chat,No,No,0.0,0.0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
3040,aa405742-17ac-4c65-b19e-ab91c241cc53,630746.0,Landing Page Submission,Google,No,No,8.0,18.0,2.0,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened,0.0
3142,213c4dcf-f0dc-4236-b9dd-3f4a5e975477,629803.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
7573,5a3fcaf0-bf07-4187-b4de-d5c3ee99872a,591596.0,API,Google,No,No,3.0,59.0,3.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Email Opened,0.0
7679,c6f9f1ee-0386-48d4-87a6-428a150411f3,590921.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Link Clicked,0.0
4128,e1a9c97d-1605-4d13-bf58-206bd749479b,620405.0,Landing Page Submission,Direct Traffic,No,No,8.0,306.0,8.0,Email Opened,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,,,,,No,Yes,Email Opened,0.0
71,ac430bc0-d235-4f54-9c2b-3d1b7e52849e,659820.0,Landing Page Submission,Direct Traffic,No,No,4.0,219.0,4.0,Email Opened,India,Business Administration,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Email Opened,0.0
1078,a2960860-76de-43b7-952f-c5f9cc705f37,648538.0,API,Referral Sites,No,No,6.0,462.0,6.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,03.Low,02.Medium,12.0,13.0,No,No,Modified,0.0
8969,79439cb8-aca6-4238-8053-c5678f5652c2,581587.0,Landing Page Submission,Direct Traffic,No,No,7.0,499.0,2.33,Page Visited on Website,India,Hospitality Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,01.High,02.Medium,17.0,15.0,No,Yes,Page Visited on Website,0.0
6175,7ab69b44-70fe-438a-ae2e-0c36ae7a24e5,602415.0,Landing Page Submission,Organic Search,No,No,4.0,1882.0,4.0,SMS Sent,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Other Metro Cities,,,,,No,Yes,SMS Sent,1.0
3389,ebbb63c7-d802-4320-bd37-9ab833ac4371,627702.0,API,Olark Chat,No,No,18.0,241.0,2.0,Page Visited on Website,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,,,,,No,Yes,Page Visited on Website,0.0
2242,baa9e237-fe59-4a81-ada3-2272543516b1,637957.0,Landing Page Submission,Google,No,No,4.0,636.0,4.0,Email Opened,India,IT Projects Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,02.Medium,14.0,14.0,No,No,Modified,0.0
6075,b04422fe-8f88-4c9c-898e-865f94ce4673,603219.0,Landing Page Submission,Direct Traffic,Yes,No,1.0,1110.0,1.0,Email Bounced,India,Services Excellence,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,No,Modified,0.0
6216,7ec9fa02-82d3-4101-84e1-880429ba8bc0,602091.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened,0.0
4510,7e7f6f69-5bad-4f30-91c8-46d5579ac6b5,616456.0,Landing Page Submission,Direct Traffic,No,No,7.0,250.0,1.4,Email Link Clicked,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Other Cities,,,,,No,No,Email Link Clicked,0.0
7205,c73bcc63-a13f-4467-9f1d-d29bb50e5682,594128.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified,0.0
7236,a6c263ff-a184-44dd-a167-83ee99fc1727,593953.0,Landing Page Submission,Direct Traffic,No,No,3.0,1298.0,3.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,,,,,No,Yes,SMS Sent,1.0
6874,ad46ffbc-916e-40d5-b511-dcb2f8fc80e8,596845.0,API,Organic Search,No,No,5.0,1030.0,5.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Select,,,,,No,No,SMS Sent,0.0
7842,d7cdc07e-9803-4d88-9dc1-87628b73f7a6,589632.0,Landing Page Submission,Direct Traffic,No,No,6.0,1613.0,1.5,Page Visited on Website,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Page Visited on Website,0.0
2045,b8e4ab48-ca50-4f03-aec2-08d266b10d0c,639895.0,Landing Page Submission,Google,Yes,No,5.0,1313.0,1.67,Unreachable,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified,0.0
3399,b044dcdc-2814-459f-bf73-7466082d624d,627610.0,Landing Page Submission,Organic Search,No,No,14.0,969.0,2.8,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent,1.0
8328,ed459fa8-5105-4326-855c-0e9522699416,586307.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Olark Chat Conversation,0.0
3367,fa8f7775-d048-40da-b067-937c184257be,627871.0,API,Organic Search,No,No,2.0,353.0,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent,1.0
1151,1ec43f39-c087-450a-9f9b-fb5a31f2bf2d,647918.0,API,Google,No,No,2.0,43.0,1.0,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,,No,No,Select,Select,02.Medium,02.Medium,15.0,15.0,No,No,Modified,1.0
4938,ad0ccafa-40a2-459e-90af-29dffdd08be5,612657.0,Landing Page Submission,Google,No,No,2.0,31.0,2.0,SMS Sent,India,Human Resource Management,SMS,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,No,SMS Sent,0.0
2287,74437ed6-d5ec-417d-9b59-b9a7d1e75b3d,637625.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified,0.0
2976,2f108e18-ab4c-4658-b917-c2d47d1927fa,631333.0,Lead Add Form,Reference,No,No,,532.0,,,,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Modified,1.0
1172,4fe36d6a-8347-4dfa-bd43-127311e328c7,647667.0,API,Referral Sites,No,No,2.0,491.0,2.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,02.Medium,02.Medium,13.0,13.0,No,No,Modified,0.0
1339,ac1e6639-d381-4543-b565-294617303449,645790.0,Landing Page Submission,Direct Traffic,No,No,4.0,754.0,2.0,Page Visited on Website,Bahrain,International Business,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,Yes,Page Visited on Website,1.0
6496,e502831b-9adb-487f-bf03-9ac07a053d0f,600072.0,Landing Page Submission,Direct Traffic,No,No,2.0,707.0,2.0,SMS Sent,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,Yes,SMS Sent,1.0
6662,5e9f9d78-d2d6-424e-b3e7-b0b58341f1c6,598756.0,Landing Page Submission,Google,No,No,4.0,1065.0,4.0,SMS Sent,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Mumbai,,,,,No,No,SMS Sent,0.0
7971,5ba72864-aa95-47d9-a278-1019e619c52c,588718.0,Landing Page Submission,Google,Yes,No,4.0,252.0,4.0,SMS Sent,India,Finance Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,No,SMS Sent,0.0
7410,477079f5-58e7-4371-82d9-4fd96c6ac1bd,592678.0,API,Olark Chat,No,No,0.0,0.0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Email Opened,0.0
7119,534005cc-c6da-4b5b-9af9-230d3285007e,594875.0,Landing Page Submission,Direct Traffic,Yes,No,2.0,247.0,2.0,SMS Sent,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,13.0,13.0,No,Yes,Modified,0.0
3374,76285234-d39d-4fef-af24-94d6e5e64095,627798.0,Landing Page Submission,Direct Traffic,No,No,6.0,63.0,3.0,SMS Sent,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,,,,,No,Yes,SMS Sent,0.0
3505,b0c082ec-23c4-4c37-972a-fbb62936b6ea,626921.0,Landing Page Submission,Direct Traffic,No,No,4.0,300.0,2.0,Page Visited on Website,India,Media and Advertising,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,,,,,No,No,Page Visited on Website,0.0
1932,45dcb4d2-6f44-4ec9-a972-b1718918f143,640969.0,Landing Page Submission,Google,No,No,4.0,1696.0,4.0,Page Visited on Website,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,01.High,01.High,16.0,20.0,No,No,Modified,1.0
9215,06334ac1-64a8-444c-92a7-117dcd26dea5,579802.0,Landing Page Submission,Organic Search,No,No,8.0,397.0,8.0,Email Opened,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Yes,Email Opened,0.0
7047,ecb501dc-1809-4935-b7b7-cb4876e7914c,595608.0,API,Google,No,No,2.0,1148.0,2.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened,0.0
387,23911ee3-0be8-4985-9ef6-a372791eecf0,656382.0,Landing Page Submission,Google,No,No,15.0,753.0,15.0,Unreachable,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Yes,Modified,0.0
4887,0e8b28fc-6fe9-438b-a409-9dce488c21de,613099.0,Landing Page Submission,Direct Traffic,No,No,3.0,458.0,3.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Select,Mumbai,,,,,No,Yes,Email Opened,0.0
7914,1a65d204-7a20-4fdf-a9e4-07bbedfd1d49,589085.0,Landing Page Submission,Direct Traffic,Yes,No,4.0,279.0,4.0,Unsubscribed,India,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,01.High,01.High,16.0,18.0,No,Yes,Unsubscribed,1.0
7187,f33166e8-d8d3-4e8c-b9d0-8a1922c35910,594369.0,Lead Add Form,Reference,No,No,1.0,938.0,1.0,Email Opened,,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,No,No,Email Opened,1.0
8472,423eec69-3dd0-40be-b22c-e0110d561423,585230.0,Landing Page Submission,Organic Search,No,No,8.0,1032.0,8.0,SMS Sent,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,Yes,Modified,0.0
5977,7db1e980-0f32-4c8e-84ef-1ad5cc9896eb,603996.0,API,Olark Chat,No,No,0.0,0.0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified,0.0
